Date,OrderCreatedLocalDateTime,OrderProcessingTime
10/30/2024,2024-10-30T07:45:18.708Z,22
10/30/2024,2024-10-30T07:45:40.601Z,97
10/30/2024,2024-10-30T07:46:17.113Z,19
10/30/2024,2024-10-30T07:46:36.440Z,32
10/30/2024,2024-10-30T07:47:03.562Z,50
10/30/2024,2024-10-30T07:47:07.986Z,9
10/30/2024,2024-10-30T07:48:21.000Z,11
10/30/2024,2024-10-30T07:48:30.000Z,6
10/30/2024,2024-10-30T07:48:47.996Z,112
10/30/2024,2024-10-30T07:49:32.553Z,5
10/30/2024,2024-10-30T07:49:42.000Z,84
10/30/2024,2024-10-30T07:50:26.847Z,16
10/30/2024,2024-10-30T07:50:31.000Z,61
10/30/2024,2024-10-30T07:51:41.000Z,29
10/30/2024,2024-10-30T07:51:58.880Z,28
10/30/2024,2024-10-30T07:52:22.000Z,21
10/30/2024,2024-10-30T07:53:12.247Z,36
10/30/2024,2024-10-30T07:53:34.000Z,60
10/30/2024,2024-10-30T07:53:37.004Z,79
10/30/2024,2024-10-30T07:53:59.000Z,86
10/30/2024,2024-10-30T07:54:31.365Z,17
10/30/2024,2024-10-30T07:54:35.356Z,36
10/30/2024,2024-10-30T07:55:02.000Z,40
10/30/2024,2024-10-30T07:55:05.032Z,37
10/30/2024,2024-10-30T07:55:53.410Z,59
10/30/2024,2024-10-30T07:56:49.000Z,66
10/30/2024,2024-10-30T07:57:28.346Z,90
10/30/2024,2024-10-30T07:57:41.000Z,6
10/30/2024,2024-10-30T07:57:41.924Z,29
10/30/2024,2024-10-30T07:58:11.000Z,123
10/30/2024,2024-10-30T07:58:27.797Z,5
10/30/2024,2024-10-30T07:58:56.718Z,17
10/30/2024,2024-10-30T07:59:34.000Z,73
10/30/2024,2024-10-30T07:59:57.966Z,55
10/30/2024,2024-10-30T08:00:33.054Z,33
10/30/2024,2024-10-30T08:01:16.650Z,100
10/30/2024,2024-10-30T08:01:25.000Z,61
10/30/2024,2024-10-30T08:01:55.015Z,93
10/30/2024,2024-10-30T08:02:20.000Z,62
10/30/2024,2024-10-30T08:02:22.000Z,72
10/30/2024,2024-10-30T08:02:35.305Z,57
10/30/2024,2024-10-30T08:02:50.000Z,59
10/30/2024,2024-10-30T08:03:19.673Z,45
10/30/2024,2024-10-30T08:03:56.809Z,89
10/30/2024,2024-10-30T08:04:08.774Z,33
10/30/2024,2024-10-30T08:05:18.274Z,39
10/30/2024,2024-10-30T08:05:38.000Z,78
10/30/2024,2024-10-30T08:05:45.755Z,18
10/30/2024,2024-10-30T08:06:05.000Z,78
10/30/2024,2024-10-30T08:06:56.378Z,41
10/30/2024,2024-10-30T08:07:31.310Z,10
10/30/2024,2024-10-30T08:07:58.000Z,26
10/30/2024,2024-10-30T08:08:20.818Z,10
10/30/2024,2024-10-30T08:09:24.339Z,67
10/30/2024,2024-10-30T08:10:46.988Z,10
10/30/2024,2024-10-30T08:10:51.000Z,13
10/30/2024,2024-10-30T08:11:39.587Z,52
10/30/2024,2024-10-30T08:12:24.547Z,11
10/30/2024,2024-10-30T08:12:53.000Z,5
10/30/2024,2024-10-30T08:13:16.830Z,40
10/30/2024,2024-10-30T08:13:45.000Z,164
10/30/2024,2024-10-30T08:13:56.000Z,208
10/30/2024,2024-10-30T08:14:31.611Z,4
10/30/2024,2024-10-30T08:14:47.000Z,253
10/30/2024,2024-10-30T08:15:14.176Z,234
10/30/2024,2024-10-30T08:16:08.143Z,97
10/30/2024,2024-10-30T08:17:22.572Z,75
10/30/2024,2024-10-30T08:17:42.251Z,335
10/30/2024,2024-10-30T08:17:51.163Z,79
10/30/2024,2024-10-30T08:19:12.849Z,257
10/30/2024,2024-10-30T08:19:29.174Z,20
10/30/2024,2024-10-30T08:20:03.077Z,121
10/30/2024,2024-10-30T08:20:13.000Z,236
10/30/2024,2024-10-30T08:20:21.000Z,267
10/30/2024,2024-10-30T08:20:39.000Z,267
10/30/2024,2024-10-30T08:21:25.394Z,168
10/30/2024,2024-10-30T08:21:31.000Z,274
10/30/2024,2024-10-30T08:21:50.000Z,293
10/30/2024,2024-10-30T08:22:14.859Z,337
10/30/2024,2024-10-30T08:22:20.000Z,215
10/30/2024,2024-10-30T08:22:27.868Z,7
10/30/2024,2024-10-30T08:23:35.072Z,118
10/30/2024,2024-10-30T08:24:11.248Z,136
10/30/2024,2024-10-30T08:25:04.000Z,196
10/30/2024,2024-10-30T08:26:07.000Z,201
10/30/2024,2024-10-30T08:26:15.578Z,54
10/30/2024,2024-10-30T08:26:24.232Z,37
10/30/2024,2024-10-30T08:26:59.298Z,250
10/30/2024,2024-10-30T08:27:03.659Z,90
10/30/2024,2024-10-30T08:27:54.261Z,87
10/30/2024,2024-10-30T08:28:18.000Z,230
10/30/2024,2024-10-30T08:28:55.730Z,11
10/30/2024,2024-10-30T08:28:58.000Z,220
10/30/2024,2024-10-30T08:29:13.409Z,252
10/30/2024,2024-10-30T08:29:39.000Z,278
10/30/2024,2024-10-30T08:29:43.992Z,58
10/30/2024,2024-10-30T08:30:32.000Z,269
10/30/2024,2024-10-30T08:30:36.996Z,58
10/30/2024,2024-10-30T08:32:12.809Z,43
10/30/2024,2024-10-30T08:32:45.796Z,26
10/30/2024,2024-10-30T08:32:47.186Z,206
10/30/2024,2024-10-30T08:33:07.229Z,216
10/30/2024,2024-10-30T08:33:19.668Z,90
10/30/2024,2024-10-30T08:33:49.000Z,271
10/30/2024,2024-10-30T08:33:52.000Z,295
10/30/2024,2024-10-30T08:34:52.323Z,72
10/30/2024,2024-10-30T08:35:32.755Z,237
10/30/2024,2024-10-30T08:35:44.744Z,50
10/30/2024,2024-10-30T08:36:29.171Z,9
10/30/2024,2024-10-30T08:37:03.634Z,23
10/30/2024,2024-10-30T08:37:38.821Z,157
10/30/2024,2024-10-30T08:37:57.000Z,196
10/30/2024,2024-10-30T08:38:36.149Z,35
10/30/2024,2024-10-30T08:40:06.000Z,83
10/30/2024,2024-10-30T08:41:13.022Z,16
10/30/2024,2024-10-30T08:41:15.000Z,77
10/30/2024,2024-10-30T08:41:30.312Z,19
10/30/2024,2024-10-30T08:42:39.092Z,6
10/30/2024,2024-10-30T08:43:44.478Z,16
10/30/2024,2024-10-30T08:43:58.000Z,5
10/30/2024,2024-10-30T08:44:17.379Z,5
10/30/2024,2024-10-30T08:44:23.000Z,69
10/30/2024,2024-10-30T08:45:14.000Z,16
10/30/2024,2024-10-30T08:45:26.102Z,55
10/30/2024,2024-10-30T08:46:21.255Z,15
10/30/2024,2024-10-30T08:47:04.378Z,39
10/30/2024,2024-10-30T08:48:17.157Z,12
10/30/2024,2024-10-30T08:48:34.000Z,59
10/30/2024,2024-10-30T08:49:30.552Z,46
10/30/2024,2024-10-30T08:49:57.441Z,128
10/30/2024,2024-10-30T08:50:45.472Z,86
10/30/2024,2024-10-30T08:51:21.021Z,78
10/30/2024,2024-10-30T08:51:23.384Z,84
10/30/2024,2024-10-30T08:51:49.732Z,63
10/30/2024,2024-10-30T08:52:24.836Z,72
10/30/2024,2024-10-30T08:52:50.000Z,74
10/30/2024,2024-10-30T08:53:13.788Z,28
10/30/2024,2024-10-30T08:54:43.234Z,33
10/30/2024,2024-10-30T08:55:10.428Z,28
10/30/2024,2024-10-30T08:55:35.000Z,40
10/30/2024,2024-10-30T08:56:22.383Z,11
10/30/2024,2024-10-30T08:56:23.000Z,68
10/30/2024,2024-10-30T08:56:44.197Z,26
10/30/2024,2024-10-30T08:57:52.943Z,16
10/30/2024,2024-10-30T08:58:23.031Z,11
10/30/2024,2024-10-30T08:58:55.007Z,24
10/30/2024,2024-10-30T08:59:37.622Z,7
10/30/2024,2024-10-30T09:01:15.148Z,26
10/30/2024,2024-10-30T09:01:26.869Z,19
10/30/2024,2024-10-30T09:01:42.000Z,39
10/30/2024,2024-10-30T09:02:00.028Z,38
10/30/2024,2024-10-30T09:02:56.183Z,30
10/30/2024,2024-10-30T09:03:02.716Z,29
10/30/2024,2024-10-30T09:03:10.000Z,43
10/30/2024,2024-10-30T09:03:17.683Z,50
10/30/2024,2024-10-30T09:03:43.838Z,71
10/30/2024,2024-10-30T09:03:48.847Z,10
10/30/2024,2024-10-30T09:05:06.893Z,31
10/30/2024,2024-10-30T09:06:08.015Z,30
10/30/2024,2024-10-30T09:06:55.315Z,40
10/30/2024,2024-10-30T09:08:12.680Z,34
10/30/2024,2024-10-30T09:09:06.843Z,74
10/30/2024,2024-10-30T09:10:02.000Z,28
10/30/2024,2024-10-30T09:10:53.000Z,11
10/30/2024,2024-10-30T09:11:10.000Z,77
10/30/2024,2024-10-30T09:11:14.255Z,159
10/30/2024,2024-10-30T09:11:32.000Z,201
10/30/2024,2024-10-30T09:11:37.915Z,41
10/30/2024,2024-10-30T09:12:19.471Z,36
10/30/2024,2024-10-30T09:12:42.489Z,76
10/30/2024,2024-10-30T09:13:10.356Z,53
10/30/2024,2024-10-30T09:15:29.703Z,71
10/30/2024,2024-10-30T09:15:36.835Z,8
10/30/2024,2024-10-30T09:15:51.879Z,117
10/30/2024,2024-10-30T09:17:02.677Z,76
10/30/2024,2024-10-30T09:17:37.784Z,69
10/30/2024,2024-10-30T09:18:16.734Z,10
10/30/2024,2024-10-30T09:19:07.592Z,11
10/30/2024,2024-10-30T09:19:32.659Z,29
10/30/2024,2024-10-30T09:19:47.348Z,5
10/30/2024,2024-10-30T09:19:53.000Z,53
10/30/2024,2024-10-30T09:20:20.237Z,70
10/30/2024,2024-10-30T09:20:23.000Z,207
10/30/2024,2024-10-30T09:21:03.933Z,269
10/30/2024,2024-10-30T09:21:11.000Z,273
10/30/2024,2024-10-30T09:21:35.659Z,17
10/30/2024,2024-10-30T09:22:17.814Z,259
10/30/2024,2024-10-30T09:22:38.164Z,357
10/30/2024,2024-10-30T09:22:54.000Z,399
10/30/2024,2024-10-30T09:23:11.841Z,5
10/30/2024,2024-10-30T09:23:44.704Z,401
10/30/2024,2024-10-30T09:23:52.141Z,38
10/30/2024,2024-10-30T09:24:15.703Z,378
10/30/2024,2024-10-30T09:25:02.854Z,329
10/30/2024,2024-10-30T09:25:17.799Z,70
10/30/2024,2024-10-30T09:25:58.421Z,463
10/30/2024,2024-10-30T09:26:06.123Z,26
10/30/2024,2024-10-30T09:26:12.000Z,290
10/30/2024,2024-10-30T09:27:15.179Z,16
10/30/2024,2024-10-30T09:27:35.000Z,382
10/30/2024,2024-10-30T09:27:51.000Z,372
10/30/2024,2024-10-30T09:27:54.500Z,5
10/30/2024,2024-10-30T09:28:38.647Z,6
10/30/2024,2024-10-30T09:28:47.067Z,427
10/30/2024,2024-10-30T09:29:11.000Z,429
10/30/2024,2024-10-30T09:29:35.622Z,32
10/30/2024,2024-10-30T09:30:44.163Z,369
10/30/2024,2024-10-30T09:31:23.641Z,294
10/30/2024,2024-10-30T09:31:39.000Z,325
10/30/2024,2024-10-30T09:32:36.996Z,47
10/30/2024,2024-10-30T09:33:24.631Z,74
10/30/2024,2024-10-30T09:33:54.000Z,277
10/30/2024,2024-10-30T09:33:58.902Z,276
10/30/2024,2024-10-30T09:34:24.962Z,58
10/30/2024,2024-10-30T09:35:19.502Z,64
10/30/2024,2024-10-30T09:35:23.000Z,204
10/30/2024,2024-10-30T09:37:57.855Z,16
10/30/2024,2024-10-30T09:38:00.000Z,135
10/30/2024,2024-10-30T09:38:22.000Z,7
10/30/2024,2024-10-30T09:40:51.210Z,11
10/30/2024,2024-10-30T09:41:16.669Z,5
10/30/2024,2024-10-30T09:41:40.097Z,11
10/30/2024,2024-10-30T09:42:58.000Z,21
10/30/2024,2024-10-30T09:43:02.322Z,19
10/30/2024,2024-10-30T09:43:06.000Z,45
10/30/2024,2024-10-30T09:44:16.412Z,18
10/30/2024,2024-10-30T09:46:35.850Z,9
10/30/2024,2024-10-30T09:46:39.000Z,5
10/30/2024,2024-10-30T09:46:55.952Z,41
10/30/2024,2024-10-30T09:47:34.108Z,37
10/30/2024,2024-10-30T09:49:16.394Z,98
10/30/2024,2024-10-30T09:50:41.426Z,75
10/30/2024,2024-10-30T09:51:14.320Z,11
10/30/2024,2024-10-30T09:52:51.686Z,20
10/30/2024,2024-10-30T09:54:24.000Z,15
10/30/2024,2024-10-30T09:56:07.376Z,10
10/30/2024,2024-10-30T09:56:57.359Z,59
10/30/2024,2024-10-30T09:58:00.614Z,94
10/30/2024,2024-10-30T09:59:03.360Z,13
10/30/2024,2024-10-30T09:59:12.000Z,173
10/30/2024,2024-10-30T10:00:08.000Z,168
10/30/2024,2024-10-30T10:02:03.000Z,118
10/30/2024,2024-10-30T10:02:03.868Z,132
10/30/2024,2024-10-30T10:02:43.684Z,4
10/30/2024,2024-10-30T10:03:56.700Z,191
10/30/2024,2024-10-30T10:04:52.891Z,139
10/30/2024,2024-10-30T10:05:29.544Z,107
10/30/2024,2024-10-30T10:06:10.402Z,114
10/30/2024,2024-10-30T10:07:52.524Z,21
10/30/2024,2024-10-30T10:09:23.966Z,26
10/30/2024,2024-10-30T10:09:25.771Z,85
10/30/2024,2024-10-30T10:09:33.742Z,24
10/30/2024,2024-10-30T10:10:34.000Z,24
10/30/2024,2024-10-30T10:10:55.136Z,45
10/30/2024,2024-10-30T10:11:56.000Z,84
10/30/2024,2024-10-30T10:12:11.021Z,15
10/30/2024,2024-10-30T10:13:12.134Z,21
10/30/2024,2024-10-30T10:13:32.794Z,22
10/30/2024,2024-10-30T10:14:10.000Z,53
10/30/2024,2024-10-30T10:14:34.587Z,60
10/30/2024,2024-10-30T10:15:05.514Z,57
10/30/2024,2024-10-30T10:15:21.000Z,13
10/30/2024,2024-10-30T10:16:37.921Z,118
10/30/2024,2024-10-30T10:17:32.927Z,269
10/30/2024,2024-10-30T10:17:35.000Z,5
10/30/2024,2024-10-30T10:18:00.800Z,90
10/30/2024,2024-10-30T10:18:31.193Z,24
10/30/2024,2024-10-30T10:19:19.350Z,21
10/30/2024,2024-10-30T10:19:41.000Z,39
10/30/2024,2024-10-30T10:19:46.769Z,46
10/30/2024,2024-10-30T10:19:49.133Z,77
10/30/2024,2024-10-30T10:20:36.381Z,64
10/30/2024,2024-10-30T10:22:18.684Z,55
10/30/2024,2024-10-30T10:23:11.005Z,61
10/30/2024,2024-10-30T10:23:43.000Z,45
10/30/2024,2024-10-30T10:23:57.815Z,13
10/30/2024,2024-10-30T10:25:12.588Z,62
10/30/2024,2024-10-30T10:25:16.000Z,62
10/30/2024,2024-10-30T10:26:02.107Z,18
10/30/2024,2024-10-30T10:26:19.498Z,25
10/30/2024,2024-10-30T10:26:22.000Z,94
10/30/2024,2024-10-30T10:26:49.413Z,70
10/30/2024,2024-10-30T10:27:35.388Z,27
10/30/2024,2024-10-30T10:28:39.148Z,32
10/30/2024,2024-10-30T10:29:20.103Z,29
10/30/2024,2024-10-30T10:30:12.135Z,72
10/30/2024,2024-10-30T10:30:55.895Z,109
10/30/2024,2024-10-30T10:31:55.199Z,62
10/30/2024,2024-10-30T10:34:21.038Z,49
10/30/2024,2024-10-30T10:35:25.354Z,29
10/30/2024,2024-10-30T10:36:44.601Z,22
10/30/2024,2024-10-30T10:37:23.737Z,90
10/30/2024,2024-10-30T10:38:33.000Z,22
10/30/2024,2024-10-30T10:38:40.301Z,74
10/30/2024,2024-10-30T10:41:02.304Z,55
10/30/2024,2024-10-30T10:41:08.819Z,23
10/30/2024,2024-10-30T10:41:58.667Z,5
10/30/2024,2024-10-30T10:43:07.749Z,6
10/30/2024,2024-10-30T10:43:55.673Z,12
10/30/2024,2024-10-30T10:44:47.925Z,21
10/30/2024,2024-10-30T10:45:36.465Z,53
10/30/2024,2024-10-30T10:45:55.000Z,6
10/30/2024,2024-10-30T10:46:38.197Z,13
10/30/2024,2024-10-30T10:47:28.156Z,26
10/30/2024,2024-10-30T10:47:50.849Z,367
10/30/2024,2024-10-30T10:49:08.853Z,40
10/30/2024,2024-10-30T10:49:52.531Z,129
10/30/2024,2024-10-30T10:50:54.608Z,276
10/30/2024,2024-10-30T10:50:56.000Z,58
10/30/2024,2024-10-30T10:52:05.945Z,18
10/30/2024,2024-10-30T10:54:04.000Z,92
10/30/2024,2024-10-30T10:54:04.013Z,101
10/30/2024,2024-10-30T10:55:03.438Z,295
10/30/2024,2024-10-30T10:55:19.246Z,192
10/30/2024,2024-10-30T10:56:24.673Z,28
10/30/2024,2024-10-30T10:56:58.718Z,225
10/30/2024,2024-10-30T10:57:09.761Z,118
10/30/2024,2024-10-30T10:57:23.000Z,283
10/30/2024,2024-10-30T10:58:04.849Z,309
10/30/2024,2024-10-30T10:59:19.274Z,23
10/30/2024,2024-10-30T11:02:07.560Z,35
10/30/2024,2024-10-30T11:02:34.950Z,52
10/30/2024,2024-10-30T11:02:35.452Z,5
10/30/2024,2024-10-30T11:03:04.019Z,7
10/30/2024,2024-10-30T11:04:15.000Z,133
10/30/2024,2024-10-30T11:04:23.058Z,68
10/30/2024,2024-10-30T11:06:49.154Z,78
10/30/2024,2024-10-30T11:09:07.392Z,37
10/30/2024,2024-10-30T11:09:50.096Z,137
10/30/2024,2024-10-30T11:10:13.000Z,43
10/30/2024,2024-10-30T11:10:38.909Z,58
10/30/2024,2024-10-30T11:11:42.555Z,115
10/30/2024,2024-10-30T11:12:12.831Z,88
10/30/2024,2024-10-30T11:12:53.311Z,70
10/30/2024,2024-10-30T11:13:19.599Z,23
10/30/2024,2024-10-30T11:14:03.553Z,11
10/30/2024,2024-10-30T11:14:45.000Z,101
10/30/2024,2024-10-30T11:17:57.382Z,47
10/30/2024,2024-10-30T11:18:02.080Z,63
10/30/2024,2024-10-30T11:19:54.068Z,40
10/30/2024,2024-10-30T11:20:45.040Z,51
10/30/2024,2024-10-30T11:21:12.000Z,5
10/30/2024,2024-10-30T11:22:05.000Z,8
10/30/2024,2024-10-30T11:22:13.859Z,150
10/30/2024,2024-10-30T11:22:33.000Z,148
10/30/2024,2024-10-30T11:23:03.000Z,130
10/30/2024,2024-10-30T11:24:13.000Z,216
10/30/2024,2024-10-30T11:24:45.537Z,54
10/30/2024,2024-10-30T11:25:00.000Z,161
10/30/2024,2024-10-30T11:25:47.720Z,133
10/30/2024,2024-10-30T11:27:32.786Z,170
10/30/2024,2024-10-30T11:30:01.218Z,69
10/30/2024,2024-10-30T11:30:24.000Z,163
10/30/2024,2024-10-30T11:30:29.353Z,46
10/30/2024,2024-10-30T11:31:16.000Z,190
10/30/2024,2024-10-30T11:31:40.739Z,64
10/30/2024,2024-10-30T11:32:09.457Z,50
10/30/2024,2024-10-30T11:32:36.000Z,135
10/30/2024,2024-10-30T11:35:01.062Z,15
10/30/2024,2024-10-30T11:35:28.776Z,8
10/30/2024,2024-10-30T11:36:43.455Z,111
10/30/2024,2024-10-30T11:37:05.299Z,33
10/30/2024,2024-10-30T11:40:29.687Z,9
10/30/2024,2024-10-30T11:40:50.444Z,64
10/30/2024,2024-10-30T11:43:39.000Z,6
10/30/2024,2024-10-30T11:48:01.237Z,147
10/30/2024,2024-10-30T11:48:18.351Z,255
10/30/2024,2024-10-30T11:49:55.247Z,110
10/30/2024,2024-10-30T11:51:37.000Z,109
10/30/2024,2024-10-30T11:52:08.630Z,385
10/30/2024,2024-10-30T11:52:11.531Z,78
10/30/2024,2024-10-30T11:52:33.599Z,62
10/30/2024,2024-10-30T11:53:05.380Z,388
10/30/2024,2024-10-30T11:53:23.708Z,160
10/30/2024,2024-10-30T11:54:40.028Z,334
10/30/2024,2024-10-30T11:55:28.671Z,60
10/30/2024,2024-10-30T11:57:12.300Z,249
10/30/2024,2024-10-30T11:57:57.179Z,77
10/30/2024,2024-10-30T11:59:20.151Z,76
10/30/2024,2024-10-30T11:59:55.000Z,144
10/30/2024,2024-10-30T12:00:19.315Z,97
10/30/2024,2024-10-30T12:00:52.410Z,95
10/30/2024,2024-10-30T12:01:54.068Z,73
10/30/2024,2024-10-30T12:02:46.949Z,333
10/30/2024,2024-10-30T12:03:34.000Z,158
10/30/2024,2024-10-30T12:04:50.266Z,135
10/30/2024,2024-10-30T12:05:22.202Z,110
10/30/2024,2024-10-30T12:06:14.127Z,281
10/30/2024,2024-10-30T12:07:10.767Z,7
10/30/2024,2024-10-30T12:08:30.575Z,27
10/30/2024,2024-10-30T12:11:39.334Z,34
10/30/2024,2024-10-30T12:12:42.058Z,13
10/30/2024,2024-10-30T12:13:36.794Z,139
10/30/2024,2024-10-30T12:14:07.000Z,11
10/30/2024,2024-10-30T12:15:22.191Z,150
10/30/2024,2024-10-30T12:15:22.287Z,94
10/30/2024,2024-10-30T12:15:37.967Z,30
10/30/2024,2024-10-30T12:16:25.000Z,175
10/30/2024,2024-10-30T12:16:38.375Z,60
10/30/2024,2024-10-30T12:17:34.869Z,181
10/30/2024,2024-10-30T12:17:37.877Z,151
10/30/2024,2024-10-30T12:18:04.000Z,208
10/30/2024,2024-10-30T12:20:26.319Z,68
10/30/2024,2024-10-30T12:24:33.000Z,16
10/30/2024,2024-10-30T12:25:16.712Z,17
10/30/2024,2024-10-30T12:26:38.759Z,11
10/30/2024,2024-10-30T12:27:29.866Z,125
10/30/2024,2024-10-30T12:27:53.016Z,16
10/30/2024,2024-10-30T12:28:11.183Z,133
10/30/2024,2024-10-30T12:28:17.218Z,18
10/30/2024,2024-10-30T12:28:39.000Z,177
10/30/2024,2024-10-30T12:29:24.000Z,275
10/30/2024,2024-10-30T12:29:50.917Z,256
10/30/2024,2024-10-30T12:30:07.289Z,13
10/30/2024,2024-10-30T12:30:32.000Z,295
10/30/2024,2024-10-30T12:32:25.683Z,68
10/30/2024,2024-10-30T12:32:43.238Z,55
10/30/2024,2024-10-30T12:33:02.000Z,258
10/30/2024,2024-10-30T12:34:37.456Z,174
10/30/2024,2024-10-30T12:36:06.998Z,7
10/30/2024,2024-10-30T12:40:03.401Z,28
10/30/2024,2024-10-30T12:40:38.560Z,89
10/30/2024,2024-10-30T12:41:41.887Z,61
10/30/2024,2024-10-30T12:42:47.835Z,25
10/30/2024,2024-10-30T12:43:58.688Z,16
10/30/2024,2024-10-30T12:44:11.192Z,24
10/30/2024,2024-10-30T12:44:42.890Z,40
10/30/2024,2024-10-30T12:45:18.401Z,47
10/30/2024,2024-10-30T12:46:37.837Z,18
10/30/2024,2024-10-30T12:47:54.447Z,16
10/30/2024,2024-10-30T12:49:44.198Z,201
10/30/2024,2024-10-30T12:51:23.743Z,104
10/30/2024,2024-10-30T12:52:12.220Z,79
10/30/2024,2024-10-30T12:52:46.378Z,50
10/30/2024,2024-10-30T12:54:09.629Z,118
10/30/2024,2024-10-30T12:54:40.129Z,174
10/30/2024,2024-10-30T12:54:42.914Z,137
10/30/2024,2024-10-30T12:59:13.719Z,60
10/30/2024,2024-10-30T12:59:56.858Z,35
10/30/2024,2024-10-30T13:03:17.830Z,80
10/30/2024,2024-10-30T13:04:52.065Z,45
10/30/2024,2024-10-30T13:08:43.135Z,3
10/30/2024,2024-10-30T13:10:57.001Z,18
10/30/2024,2024-10-30T13:11:22.949Z,25
10/30/2024,2024-10-30T13:12:08.703Z,67
10/30/2024,2024-10-30T13:12:51.800Z,109
10/30/2024,2024-10-30T13:16:02.000Z,232
10/30/2024,2024-10-30T13:17:46.000Z,100
10/30/2024,2024-10-30T13:19:25.499Z,5
10/30/2024,2024-10-30T13:19:44.033Z,30
10/30/2024,2024-10-30T13:20:51.000Z,227
10/30/2024,2024-10-30T13:21:24.759Z,60
10/30/2024,2024-10-30T13:22:14.935Z,16
10/30/2024,2024-10-30T13:22:59.547Z,60
10/30/2024,2024-10-30T13:25:52.000Z,25
10/30/2024,2024-10-30T13:29:20.574Z,19
10/30/2024,2024-10-30T13:29:57.208Z,3
10/30/2024,2024-10-30T13:30:35.581Z,198
10/30/2024,2024-10-30T13:30:56.938Z,61
10/30/2024,2024-10-30T13:31:16.775Z,47
10/30/2024,2024-10-30T13:33:22.657Z,94
10/30/2024,2024-10-30T13:35:11.339Z,36
10/30/2024,2024-10-30T13:37:01.719Z,14
10/30/2024,2024-10-30T13:37:27.187Z,28
10/30/2024,2024-10-30T13:37:50.270Z,17
10/30/2024,2024-10-30T13:38:45.810Z,26
10/30/2024,2024-10-30T13:39:33.251Z,9
10/30/2024,2024-10-30T13:40:16.990Z,53
10/30/2024,2024-10-30T13:41:37.000Z,58
10/30/2024,2024-10-30T13:41:46.644Z,41
10/30/2024,2024-10-30T13:44:26.000Z,45
10/30/2024,2024-10-30T13:45:41.000Z,80
10/30/2024,2024-10-30T13:46:23.000Z,65
10/30/2024,2024-10-30T13:48:08.599Z,7
10/30/2024,2024-10-30T13:48:25.000Z,131
10/30/2024,2024-10-30T13:49:18.381Z,93
10/30/2024,2024-10-30T13:49:53.280Z,61
10/30/2024,2024-10-30T13:52:07.615Z,73
10/30/2024,2024-10-30T13:52:10.642Z,36
10/30/2024,2024-10-30T13:54:31.814Z,14
10/30/2024,2024-10-30T13:57:14.459Z,27
10/30/2024,2024-10-30T14:00:09.394Z,4
10/30/2024,2024-10-30T14:01:38.993Z,15
10/30/2024,2024-10-30T14:05:15.211Z,92
10/30/2024,2024-10-30T14:06:34.000Z,529
10/30/2024,2024-10-30T14:08:51.102Z,47
10/30/2024,2024-10-30T14:13:12.041Z,76
10/30/2024,2024-10-30T14:13:26.000Z,299
10/30/2024,2024-10-30T14:14:15.000Z,486
10/30/2024,2024-10-30T14:20:33.303Z,157
10/30/2024,2024-10-30T14:22:00.238Z,437
10/30/2024,2024-10-30T14:22:53.960Z,19
10/30/2024,2024-10-30T14:23:16.000Z,374
10/30/2024,2024-10-30T14:24:29.859Z,377
10/30/2024,2024-10-30T14:24:44.392Z,90
10/30/2024,2024-10-30T14:25:21.720Z,414
10/30/2024,2024-10-30T14:26:20.299Z,17
10/30/2024,2024-10-30T14:27:40.060Z,336
10/30/2024,2024-10-30T14:28:20.175Z,99
10/30/2024,2024-10-30T14:31:24.339Z,191
10/30/2024,2024-10-30T14:31:28.486Z,63
10/30/2024,2024-10-30T14:33:36.269Z,155
10/30/2024,2024-10-30T14:35:31.000Z,70
10/30/2024,2024-10-30T14:37:00.605Z,22
10/30/2024,2024-10-30T14:37:43.636Z,19
10/30/2024,2024-10-30T14:39:34.085Z,21
10/30/2024,2024-10-30T14:43:28.464Z,107
10/30/2024,2024-10-30T14:43:53.766Z,89
10/30/2024,2024-10-30T14:45:05.608Z,180
10/30/2024,2024-10-30T14:45:58.043Z,188
10/30/2024,2024-10-30T14:47:20.102Z,13
10/30/2024,2024-10-30T14:48:52.890Z,19
10/30/2024,2024-10-30T14:49:21.607Z,102
10/30/2024,2024-10-30T14:50:21.313Z,19
10/30/2024,2024-10-30T14:54:52.020Z,97
10/30/2024,2024-10-30T14:55:24.000Z,378
10/30/2024,2024-10-30T14:55:37.118Z,35
10/30/2024,2024-10-30T14:57:18.749Z,18
10/30/2024,2024-10-30T14:57:31.000Z,295
10/30/2024,2024-10-30T14:58:11.390Z,6
10/30/2024,2024-10-30T14:59:26.666Z,26
10/30/2024,2024-10-30T15:02:47.251Z,93
10/30/2024,2024-10-30T15:04:08.363Z,22
10/30/2024,2024-10-30T15:05:27.888Z,39
10/30/2024,2024-10-30T15:06:13.618Z,77
10/30/2024,2024-10-30T15:07:02.989Z,32
10/30/2024,2024-10-30T15:08:11.036Z,77
10/30/2024,2024-10-30T15:12:40.963Z,79
10/30/2024,2024-10-30T15:17:49.354Z,45
10/30/2024,2024-10-30T15:19:07.376Z,52
10/30/2024,2024-10-30T15:20:41.140Z,50
10/30/2024,2024-10-30T15:21:03.563Z,32
10/30/2024,2024-10-30T15:21:29.317Z,95
10/30/2024,2024-10-30T15:22:33.447Z,40
10/30/2024,2024-10-30T15:24:48.779Z,22
10/30/2024,2024-10-30T15:27:09.171Z,4
10/30/2024,2024-10-30T15:34:11.940Z,54
